,Sector,Year,FDI(in USD),Exchange_rate,FDI(in INR)
0,METALLURGICAL INDUSTRIES,2000-01,22.69,44.94772745901639,1019.863936045082
1,MINING,2000-01,1.32,44.94772745901639,59.33100024590164
2,POWER,2000-01,89.42,44.94772745901639,4019.2257893852457
3,NON-CONVENTIONAL ENERGY,2000-01,0.0,44.94772745901639,0.0
4,COAL PRODUCTION,2000-01,0.0,44.94772745901639,0.0
5,PETROLEUM & NATURAL GAS,2000-01,9.35,44.94772745901639,420.2612517418032
6,BOILERS AND STEAM GENERATING PLANTS,2000-01,0.0,44.94772745901639,0.0
7,PRIME MOVER,2000-01,0.0,44.94772745901639,0.0
8,ELECTRICAL EQUIPMENTS,2000-01,79.76,44.94772745901639,3585.0307421311477
9,COMPUTER SOFTWARE & HARDWARE,2000-01,228.39,44.94772745901639,10265.611474364752
10,ELECTRONICS,2000-01,8.34,44.94772745901639,374.8640470081967
11,TELECOMMUNICATIONS,2000-01,177.69,44.94772745901639,7986.761692192623
12,INFORMATION & BROADCASTING,2000-01,81.5,44.94772745901639,3663.2397879098357
13,AUTOMOBILE INDUSTRY,2000-01,195.33,44.94772745901639,8779.639604569673
14,AIR TRANSPORT,2000-01,0.0,44.94772745901639,0.0
15,SEA TRANSPORT,2000-01,2.41,44.94772745901639,108.32402317622952
16,PORTS,2000-01,0.0,44.94772745901639,0.0
17,RAILWAY RELATED COMPONENTS,2000-01,0.0,44.94772745901639,0.0
18,INDUSTRIAL MACHINERY,2000-01,5.48,44.94772745901639,246.31354647540985
19,MACHINE TOOLS,2000-01,1.42,44.94772745901639,63.82577299180327
20,AGRICULTURAL MACHINERY,2000-01,3.64,44.94772745901639,163.60972795081966
21,EARTH-MOVING MACHINERY,2000-01,0.0,44.94772745901639,0.0
22,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2000-01,44.5,44.94772745901639,2000.1738719262294
23,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2000-01,12.2,44.94772745901639,548.362275
24,MEDICAL AND SURGICAL APPLIANCES,2000-01,5.42,44.94772745901639,243.61668282786883
25,INDUSTRIAL INSTRUMENTS,2000-01,1.01,44.94772745901639,45.39720473360656
26,SCIENTIFIC INSTRUMENTS,2000-01,8.07,44.94772745901639,362.7281605942623
27,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2000-01,0.0,44.94772745901639,0.0
28,FERTILIZERS,2000-01,0.0,44.94772745901639,0.0
29,CHEMICALS,2000-01,111.14,44.94772745901639,4995.490429795082
30,PHOTOGRAPHIC RAW FILM AND PAPER,2000-01,0.0,44.94772745901639,0.0
31,DYE-STUFFS,2000-01,1.05,44.94772745901639,47.19511383196721
32,DRUGS & PHARMACEUTICALS,2000-01,35.94,44.94772745901639,1615.421324877049
33,TEXTILES,2000-01,2.06,44.94772745901639,92.59231856557376
34,PAPER AND PULP,2000-01,60.04,44.94772745901639,2698.6615566393443
35,SUGAR,2000-01,0.0,44.94772745901639,0.0
36,FERMENTATION INDUSTRIES,2000-01,16.02,44.94772745901639,720.0625938934426
37,FOOD PROCESSING INDUSTRIES,2000-01,45.75,44.94772745901639,2056.35853125
38,VEGETABLE OILS AND VANASPATI,2000-01,0.0,44.94772745901639,0.0
39,"SOAPS, COSMETICS & TOILET PREPARATIONS",2000-01,0.0,44.94772745901639,0.0
40,RUBBER GOODS,2000-01,0.1,44.94772745901639,4.494772745901639
41,"LEATHER,LEATHER GOODS AND PICKERS",2000-01,9.75,44.94772745901639,438.24034272540985
42,GLUE AND GELATIN,2000-01,0.0,44.94772745901639,0.0
43,GLASS,2000-01,33.87,44.94772745901639,1522.379529036885
44,CERAMICS,2000-01,4.03,44.94772745901639,181.13934165983608
45,CEMENT AND GYPSUM PRODUCTS,2000-01,67.72,44.94772745901639,3043.86010352459
46,TIMBER PRODUCTS,2000-01,0.0,44.94772745901639,0.0
47,DEFENCE INDUSTRIES,2000-01,0.0,44.94772745901639,0.0
48,CONSULTANCY SERVICES,2000-01,4.25,44.94772745901639,191.02784170081966
49,SERVICES SECTOR,2000-01,71.38,44.94772745901639,3208.36878602459
50,HOSPITAL & DIAGNOSTIC CENTRES,2000-01,0.0,44.94772745901639,0.0
51,EDUCATION,2000-01,0.0,44.94772745901639,0.0
52,HOTEL & TOURISM,2000-01,13.2,44.94772745901639,593.3100024590163
53,TRADING,2000-01,11.49,44.94772745901639,516.4493885040984
54,RETAIL TRADING,2000-01,0.0,44.94772745901639,0.0
55,AGRICULTURE SERVICES,2000-01,17.52,44.94772745901639,787.4841850819672
56,"DIAMOND,GOLD ORNAMENTS",2000-01,18.83,44.94772745901639,846.3657080532786
57,TEA AND COFFEE,2000-01,20.23,44.94772745901639,909.2925264959016
58,PRINTING OF BOOKS,2000-01,0.0,44.94772745901639,0.0
59,COIR,2000-01,0.0,44.94772745901639,0.0
60,CONSTRUCTION,2000-01,0.0,44.94772745901639,0.0
61,CONSTRUCTION DEVELOPMENT,2000-01,24.33,44.94772745901639,1093.5782090778687
62,MISCELLANEOUS INDUSTRIES,2000-01,832.07,44.94772745901639,37399.65558682377
63,METALLURGICAL INDUSTRIES,2001-02,14.14,47.18836820083682,667.2435263598327
64,MINING,2001-02,6.52,47.18836820083682,307.66816066945603
65,POWER,2001-02,757.44,47.18836820083682,35742.35761004184
66,NON-CONVENTIONAL ENERGY,2001-02,0.0,47.18836820083682,0.0
67,COAL PRODUCTION,2001-02,0.0,47.18836820083682,0.0
68,PETROLEUM & NATURAL GAS,2001-02,211.07,47.18836820083682,9960.048876150628
69,BOILERS AND STEAM GENERATING PLANTS,2001-02,0.0,47.18836820083682,0.0
70,PRIME MOVER,2001-02,0.0,47.18836820083682,0.0
71,ELECTRICAL EQUIPMENTS,2001-02,65.76,47.18836820083682,3103.1070928870295
72,COMPUTER SOFTWARE & HARDWARE,2001-02,419.39,47.18836820083682,19790.32973974895
73,ELECTRONICS,2001-02,12.47,47.18836820083682,588.4389514644351
74,TELECOMMUNICATIONS,2001-02,873.23,47.18836820083682,41206.298764016734
75,INFORMATION & BROADCASTING,2001-02,4.54,47.18836820083682,214.23519163179915
76,AUTOMOBILE INDUSTRY,2001-02,235.76,47.18836820083682,11125.129687029288
77,AIR TRANSPORT,2001-02,0.0,47.18836820083682,0.0
78,SEA TRANSPORT,2001-02,19.81,47.18836820083682,934.8015740585773
79,PORTS,2001-02,15.48,47.18836820083682,730.475939748954
80,RAILWAY RELATED COMPONENTS,2001-02,0.0,47.18836820083682,0.0
81,INDUSTRIAL MACHINERY,2001-02,32.04,47.18836820083682,1511.9153171548116
82,MACHINE TOOLS,2001-02,4.31,47.18836820083682,203.38186694560667
83,AGRICULTURAL MACHINERY,2001-02,1.04,47.18836820083682,49.07590292887029
84,EARTH-MOVING MACHINERY,2001-02,0.11,47.18836820083682,5.19072050209205
85,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2001-02,61.4,47.18836820083682,2897.3658075313806
86,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2001-02,4.87,47.18836820083682,229.8073531380753
87,MEDICAL AND SURGICAL APPLIANCES,2001-02,42.35,47.18836820083682,1998.4273933054394
88,INDUSTRIAL INSTRUMENTS,2001-02,5.07,47.18836820083682,239.2450267782427
89,SCIENTIFIC INSTRUMENTS,2001-02,2.33,47.18836820083682,109.9488979079498
90,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2001-02,0.0,47.18836820083682,0.0
91,FERTILIZERS,2001-02,0.0,47.18836820083682,0.0
92,CHEMICALS,2001-02,87.23,47.18836820083682,4116.241358158996
93,PHOTOGRAPHIC RAW FILM AND PAPER,2001-02,0.0,47.18836820083682,0.0
94,DYE-STUFFS,2001-02,0.18,47.18836820083682,8.493906276150627
95,DRUGS & PHARMACEUTICALS,2001-02,77.94,47.18836820083682,3677.861417573222
96,TEXTILES,2001-02,5.28,47.18836820083682,249.15458410041842
97,PAPER AND PULP,2001-02,16.7,47.18836820083682,788.0457489539749
98,SUGAR,2001-02,0.0,47.18836820083682,0.0
99,FERMENTATION INDUSTRIES,2001-02,11.04,47.18836820083682,520.9595849372384
100,FOOD PROCESSING INDUSTRIES,2001-02,219.39,47.18836820083682,10352.656099581589
101,VEGETABLE OILS AND VANASPATI,2001-02,0.0,47.18836820083682,0.0
102,"SOAPS, COSMETICS & TOILET PREPARATIONS",2001-02,0.0,47.18836820083682,0.0
103,RUBBER GOODS,2001-02,46.39,47.18836820083682,2189.0684008368203
104,"LEATHER,LEATHER GOODS AND PICKERS",2001-02,0.2,47.18836820083682,9.437673640167365
105,GLUE AND GELATIN,2001-02,0.94,47.18836820083682,44.35706610878661
106,GLASS,2001-02,8.37,47.18836820083682,394.96664184100416
107,CERAMICS,2001-02,0.78,47.18836820083682,36.80692719665272
108,CEMENT AND GYPSUM PRODUCTS,2001-02,139.9,47.18836820083682,6601.652711297072
109,TIMBER PRODUCTS,2001-02,0.05,47.18836820083682,2.359418410041841
110,DEFENCE INDUSTRIES,2001-02,0.0,47.18836820083682,0.0
111,CONSULTANCY SERVICES,2001-02,66.22,47.18836820083682,3124.813742259414
112,SERVICES SECTOR,2001-02,187.95,47.18836820083682,8869.05380334728
113,HOSPITAL & DIAGNOSTIC CENTRES,2001-02,6.93,47.18836820083682,327.01539163179916
114,EDUCATION,2001-02,0.0,47.18836820083682,0.0
115,HOTEL & TOURISM,2001-02,32.12,47.18836820083682,1515.6903866108785
116,TRADING,2001-02,43.27,47.18836820083682,2041.8406920502093
117,RETAIL TRADING,2001-02,0.0,47.18836820083682,0.0
118,AGRICULTURE SERVICES,2001-02,14.06,47.18836820083682,663.4684569037657
119,"DIAMOND,GOLD ORNAMENTS",2001-02,0.36,47.18836820083682,16.987812552301254
120,TEA AND COFFEE,2001-02,0.14,47.18836820083682,6.606371548117155
121,PRINTING OF BOOKS,2001-02,0.0,47.18836820083682,0.0
122,COIR,2001-02,0.0,47.18836820083682,0.0
123,CONSTRUCTION,2001-02,0.0,47.18836820083682,0.0
124,CONSTRUCTION DEVELOPMENT,2001-02,51.75,47.18836820083682,2441.998054393305
125,MISCELLANEOUS INDUSTRIES,2001-02,221.37,47.18836820083682,10446.089068619247
126,METALLURGICAL INDUSTRIES,2002-03,36.61,48.59923076923077,1779.2178384615386
127,MINING,2002-03,10.06,48.59923076923077,488.9082615384616
128,POWER,2002-03,59.11,48.59923076923077,2872.7005307692307
129,NON-CONVENTIONAL ENERGY,2002-03,1.7,48.59923076923077,82.61869230769231
130,COAL PRODUCTION,2002-03,0.0,48.59923076923077,0.0
131,PETROLEUM & NATURAL GAS,2002-03,56.78,48.59923076923077,2759.4643230769234
132,BOILERS AND STEAM GENERATING PLANTS,2002-03,0.0,48.59923076923077,0.0
133,PRIME MOVER,2002-03,0.0,48.59923076923077,0.0
134,ELECTRICAL EQUIPMENTS,2002-03,34.71,48.59923076923077,1686.8793
135,COMPUTER SOFTWARE & HARDWARE,2002-03,314.24,48.59923076923077,15271.822276923078
136,ELECTRONICS,2002-03,295.88,48.59923076923077,14379.5404
137,TELECOMMUNICATIONS,2002-03,191.6,48.59923076923077,9311.612615384616
138,INFORMATION & BROADCASTING,2002-03,36.5,48.59923076923077,1773.8719230769232
139,AUTOMOBILE INDUSTRY,2002-03,419.96,48.59923076923077,20409.732953846153
140,AIR TRANSPORT,2002-03,3.8,48.59923076923077,184.67707692307692
141,SEA TRANSPORT,2002-03,29.32,48.59923076923077,1424.9294461538464
142,PORTS,2002-03,2.03,48.59923076923077,98.65643846153846
143,RAILWAY RELATED COMPONENTS,2002-03,0.56,48.59923076923077,27.215569230769233
144,INDUSTRIAL MACHINERY,2002-03,19.4,48.59923076923077,942.825076923077
145,MACHINE TOOLS,2002-03,14.17,48.59923076923077,688.6511
146,AGRICULTURAL MACHINERY,2002-03,13.48,48.59923076923077,655.1176307692308
147,EARTH-MOVING MACHINERY,2002-03,13.77,48.59923076923077,669.2114076923077
148,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2002-03,45.07,48.59923076923077,2190.367330769231
149,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2002-03,2.33,48.59923076923077,113.2362076923077
150,MEDICAL AND SURGICAL APPLIANCES,2002-03,21.63,48.59923076923077,1051.2013615384615
151,INDUSTRIAL INSTRUMENTS,2002-03,1.31,48.59923076923077,63.664992307692316
152,SCIENTIFIC INSTRUMENTS,2002-03,0.19,48.59923076923077,9.233853846153847
153,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2002-03,0.0,48.59923076923077,0.0
154,FERTILIZERS,2002-03,16.38,48.59923076923077,796.0554
155,CHEMICALS,2002-03,128.12,48.59923076923077,6226.533446153847
156,PHOTOGRAPHIC RAW FILM AND PAPER,2002-03,0.6,48.59923076923077,29.15953846153846
157,DYE-STUFFS,2002-03,0.0,48.59923076923077,0.0
158,DRUGS & PHARMACEUTICALS,2002-03,40.07,48.59923076923077,1947.371176923077
159,TEXTILES,2002-03,54.18,48.59923076923077,2633.106323076923
160,PAPER AND PULP,2002-03,7.36,48.59923076923077,357.6903384615385
161,SUGAR,2002-03,3.97,48.59923076923077,192.93894615384616
162,FERMENTATION INDUSTRIES,2002-03,8.07,48.59923076923077,392.19579230769233
163,FOOD PROCESSING INDUSTRIES,2002-03,36.88,48.59923076923077,1792.339630769231
164,VEGETABLE OILS AND VANASPATI,2002-03,0.0,48.59923076923077,0.0
165,"SOAPS, COSMETICS & TOILET PREPARATIONS",2002-03,0.0,48.59923076923077,0.0
166,RUBBER GOODS,2002-03,16.42,48.59923076923077,797.9993692307694
167,"LEATHER,LEATHER GOODS AND PICKERS",2002-03,0.01,48.59923076923077,0.4859923076923077
168,GLUE AND GELATIN,2002-03,5.22,48.59923076923077,253.6879846153846
169,GLASS,2002-03,44.98,48.59923076923077,2185.9934
170,CERAMICS,2002-03,0.21,48.59923076923077,10.205838461538463
171,CEMENT AND GYPSUM PRODUCTS,2002-03,21.08,48.59923076923077,1024.4717846153846
172,TIMBER PRODUCTS,2002-03,0.04,48.59923076923077,1.943969230769231
173,DEFENCE INDUSTRIES,2002-03,0.0,48.59923076923077,0.0
174,CONSULTANCY SERVICES,2002-03,25.7,48.59923076923077,1249.0002307692307
175,SERVICES SECTOR,2002-03,296.34,48.59923076923077,14401.896046153846
176,HOSPITAL & DIAGNOSTIC CENTRES,2002-03,29.13,48.59923076923077,1415.6955923076923
177,EDUCATION,2002-03,0.0,48.59923076923077,0.0
178,HOTEL & TOURISM,2002-03,33.75,48.59923076923077,1640.2240384615386
179,TRADING,2002-03,38.13,48.59923076923077,1853.0886692307695
180,RETAIL TRADING,2002-03,0.0,48.59923076923077,0.0
181,AGRICULTURE SERVICES,2002-03,11.01,48.59923076923077,535.0775307692307
182,"DIAMOND,GOLD ORNAMENTS",2002-03,1.3,48.59923076923077,63.17900000000001
183,TEA AND COFFEE,2002-03,0.0,48.59923076923077,0.0
184,PRINTING OF BOOKS,2002-03,6.3,48.59923076923077,306.1751538461539
185,COIR,2002-03,0.0,48.59923076923077,0.0
186,CONSTRUCTION,2002-03,0.0,48.59923076923077,0.0
187,CONSTRUCTION DEVELOPMENT,2002-03,36.1,48.59923076923077,1754.432230769231
188,MISCELLANEOUS INDUSTRIES,2002-03,218.76,48.59923076923077,10631.567723076923
189,METALLURGICAL INDUSTRIES,2003-04,8.11,46.55508196721312,377.5617147540984
190,MINING,2003-04,23.48,46.55508196721312,1093.113324590164
191,POWER,2003-04,27.09,46.55508196721312,1261.1771704918035
192,NON-CONVENTIONAL ENERGY,2003-04,4.14,46.55508196721312,192.7380393442623
193,COAL PRODUCTION,2003-04,0.04,46.55508196721312,1.8622032786885248
194,PETROLEUM & NATURAL GAS,2003-04,80.64,46.55508196721312,3754.201809836066
195,BOILERS AND STEAM GENERATING PLANTS,2003-04,0.04,46.55508196721312,1.8622032786885248
196,PRIME MOVER,2003-04,0.0,46.55508196721312,0.0
197,ELECTRICAL EQUIPMENTS,2003-04,73.2,46.55508196721312,3407.8320000000003
198,COMPUTER SOFTWARE & HARDWARE,2003-04,368.32,46.55508196721312,17147.167790163938
199,ELECTRONICS,2003-04,82.31,46.55508196721312,3831.948796721312
200,TELECOMMUNICATIONS,2003-04,86.49,46.55508196721312,4026.5490393442624
201,INFORMATION & BROADCASTING,2003-04,13.72,46.55508196721312,638.7357245901641
202,AUTOMOBILE INDUSTRY,2003-04,119.09,46.55508196721312,5544.24471147541
203,AIR TRANSPORT,2003-04,0.94,46.55508196721312,43.76177704918033
204,SEA TRANSPORT,2003-04,21.95,46.55508196721312,1021.8840491803279
205,PORTS,2003-04,116.36,46.55508196721312,5417.149337704918
206,RAILWAY RELATED COMPONENTS,2003-04,2.95,46.55508196721312,137.3374918032787
207,INDUSTRIAL MACHINERY,2003-04,3.18,46.55508196721312,148.04516065573773
208,MACHINE TOOLS,2003-04,54.51,46.55508196721312,2537.717518032787
209,AGRICULTURAL MACHINERY,2003-04,47.54,46.55508196721312,2213.2285967213115
210,EARTH-MOVING MACHINERY,2003-04,0.01,46.55508196721312,0.4655508196721312
211,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2003-04,22.73,46.55508196721312,1058.1970131147543
212,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2003-04,10.41,46.55508196721312,484.6384032786886
213,MEDICAL AND SURGICAL APPLIANCES,2003-04,1.97,46.55508196721312,91.71351147540985
214,INDUSTRIAL INSTRUMENTS,2003-04,0.3,46.55508196721312,13.966524590163935
215,SCIENTIFIC INSTRUMENTS,2003-04,0.02,46.55508196721312,0.9311016393442624
216,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2003-04,0.0,46.55508196721312,0.0
217,FERTILIZERS,2003-04,21.58,46.55508196721312,1004.6586688524591
218,CHEMICALS,2003-04,20.24,46.55508196721312,942.2748590163935
219,PHOTOGRAPHIC RAW FILM AND PAPER,2003-04,0.24,46.55508196721312,11.173219672131149
220,DYE-STUFFS,2003-04,0.43,46.55508196721312,20.01868524590164
221,DRUGS & PHARMACEUTICALS,2003-04,108.91,46.55508196721312,5070.313977049181
222,TEXTILES,2003-04,9.34,46.55508196721312,434.8244655737705
223,PAPER AND PULP,2003-04,7.15,46.55508196721312,332.8688360655738
224,SUGAR,2003-04,0.0,46.55508196721312,0.0
225,FERMENTATION INDUSTRIES,2003-04,1.7,46.55508196721312,79.1436393442623
226,FOOD PROCESSING INDUSTRIES,2003-04,109.22,46.55508196721312,5084.746052459017
227,VEGETABLE OILS AND VANASPATI,2003-04,1.69,46.55508196721312,78.67808852459017
228,"SOAPS, COSMETICS & TOILET PREPARATIONS",2003-04,0.0,46.55508196721312,0.0
229,RUBBER GOODS,2003-04,6.37,46.55508196721312,296.55587213114757
230,"LEATHER,LEATHER GOODS AND PICKERS",2003-04,7.55,46.55508196721312,351.4908688524591
231,GLUE AND GELATIN,2003-04,0.0,46.55508196721312,0.0
232,GLASS,2003-04,5.24,46.55508196721312,243.94862950819675
233,CERAMICS,2003-04,1.47,46.55508196721312,68.43597049180329
234,CEMENT AND GYPSUM PRODUCTS,2003-04,9.58,46.55508196721312,445.99768524590166
235,TIMBER PRODUCTS,2003-04,0.11,46.55508196721312,5.121059016393443
236,DEFENCE INDUSTRIES,2003-04,0.0,46.55508196721312,0.0
237,CONSULTANCY SERVICES,2003-04,46.2,46.55508196721312,2150.8447868852463
238,SERVICES SECTOR,2003-04,271.15,46.55508196721312,12623.410475409837
239,HOSPITAL & DIAGNOSTIC CENTRES,2003-04,24.08,46.55508196721312,1121.0463737704918
240,EDUCATION,2003-04,0.19,46.55508196721312,8.845465573770493
241,HOTEL & TOURISM,2003-04,49.36,46.55508196721312,2297.9588459016395
242,TRADING,2003-04,31.12,46.55508196721312,1448.7941508196723
243,RETAIL TRADING,2003-04,0.0,46.55508196721312,0.0
244,AGRICULTURE SERVICES,2003-04,0.59,46.55508196721312,27.46749836065574
245,"DIAMOND,GOLD ORNAMENTS",2003-04,1.96,46.55508196721312,91.24796065573771
246,TEA AND COFFEE,2003-04,0.32,46.55508196721312,14.897626229508198
247,PRINTING OF BOOKS,2003-04,0.0,46.55508196721312,0.0
248,COIR,2003-04,0.0,46.55508196721312,0.0
249,CONSTRUCTION,2003-04,0.0,46.55508196721312,0.0
250,CONSTRUCTION DEVELOPMENT,2003-04,47.04,46.55508196721312,2189.9510557377052
251,MISCELLANEOUS INDUSTRIES,2003-04,235.48,46.55508196721312,10962.790701639346
252,METALLURGICAL INDUSTRIES,2004-05,200.38,45.327183673469385,9082.661064489796
253,MINING,2004-05,9.92,45.327183673469385,449.6456620408163
254,POWER,2004-05,43.37,45.327183673469385,1965.8399559183672
255,NON-CONVENTIONAL ENERGY,2004-05,1.27,45.327183673469385,57.56552326530612
256,COAL PRODUCTION,2004-05,0.0,45.327183673469385,0.0
257,PETROLEUM & NATURAL GAS,2004-05,102.78,45.327183673469385,4658.727937959184
258,BOILERS AND STEAM GENERATING PLANTS,2004-05,0.54,45.327183673469385,24.47667918367347
259,PRIME MOVER,2004-05,2.66,45.327183673469385,120.57030857142857
260,ELECTRICAL EQUIPMENTS,2004-05,97.4,45.327183673469385,4414.8676897959185
261,COMPUTER SOFTWARE & HARDWARE,2004-05,527.9,45.327183673469385,23928.220261224487
262,ELECTRONICS,2004-05,88.1,45.327183673469385,3993.3248816326527
263,TELECOMMUNICATIONS,2004-05,118.33,45.327183673469385,5363.565644081632
264,INFORMATION & BROADCASTING,2004-05,9.85,45.327183673469385,446.4727591836734
265,AUTOMOBILE INDUSTRY,2004-05,121.97,45.327183673469385,5528.556592653061
266,AIR TRANSPORT,2004-05,4.11,45.327183673469385,186.29472489795918
267,SEA TRANSPORT,2004-05,36.95,45.327183673469385,1674.839436734694
268,PORTS,2004-05,13.04,45.327183673469385,591.0664751020407
269,RAILWAY RELATED COMPONENTS,2004-05,10.75,45.327183673469385,487.26722448979586
270,INDUSTRIAL MACHINERY,2004-05,8.89,45.327183673469385,402.9586628571429
271,MACHINE TOOLS,2004-05,11.04,45.327183673469385,500.412107755102
272,AGRICULTURAL MACHINERY,2004-05,0.0,45.327183673469385,0.0
273,EARTH-MOVING MACHINERY,2004-05,0.1,45.327183673469385,4.532718367346939
274,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2004-05,12.83,45.327183673469385,581.5477665306122
275,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2004-05,14.13,45.327183673469385,640.4731053061224
276,MEDICAL AND SURGICAL APPLIANCES,2004-05,5.35,45.327183673469385,242.50043265306118
277,INDUSTRIAL INSTRUMENTS,2004-05,1.08,45.327183673469385,48.95335836734694
278,SCIENTIFIC INSTRUMENTS,2004-05,0.03,45.327183673469385,1.3598155102040814
279,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2004-05,0.0,45.327183673469385,0.0
280,FERTILIZERS,2004-05,13.46,45.327183673469385,610.1038922448979
281,CHEMICALS,2004-05,69.39,45.327183673469385,3145.253275102041
282,PHOTOGRAPHIC RAW FILM AND PAPER,2004-05,6.16,45.327183673469385,279.21545142857144
283,DYE-STUFFS,2004-05,1.18,45.327183673469385,53.486076734693874
284,DRUGS & PHARMACEUTICALS,2004-05,293.36,45.327183673469385,13297.18260244898
285,TEXTILES,2004-05,43.04,45.327183673469385,1950.8819853061223
286,PAPER AND PULP,2004-05,2.7,45.327183673469385,122.38339591836734
287,SUGAR,2004-05,2.94,45.327183673469385,133.26192
288,FERMENTATION INDUSTRIES,2004-05,139.0,45.327183673469385,6300.478530612245
289,FOOD PROCESSING INDUSTRIES,2004-05,43.98,45.327183673469385,1993.4895379591835
290,VEGETABLE OILS AND VANASPATI,2004-05,9.09,45.327183673469385,412.0240995918367
291,"SOAPS, COSMETICS & TOILET PREPARATIONS",2004-05,0.89,45.327183673469385,40.341193469387754
292,RUBBER GOODS,2004-05,40.06,45.327183673469385,1815.8069779591838
293,"LEATHER,LEATHER GOODS AND PICKERS",2004-05,0.44,45.327183673469385,19.94396081632653
294,GLUE AND GELATIN,2004-05,0.0,45.327183673469385,0.0
295,GLASS,2004-05,8.36,45.327183673469385,378.93525551020406
296,CERAMICS,2004-05,26.79,45.327183673469385,1214.3152506122449
297,CEMENT AND GYPSUM PRODUCTS,2004-05,0.16,45.327183673469385,7.2523493877551015
298,TIMBER PRODUCTS,2004-05,0.07,45.327183673469385,3.1729028571428572
299,DEFENCE INDUSTRIES,2004-05,0.05,45.327183673469385,2.2663591836734693
300,CONSULTANCY SERVICES,2004-05,252.42,45.327183673469385,11441.48770285714
301,SERVICES SECTOR,2004-05,456.15,45.327183673469385,20675.994832653058
302,HOSPITAL & DIAGNOSTIC CENTRES,2004-05,26.19,45.327183673469385,1187.1189404081633
303,EDUCATION,2004-05,1.97,45.327183673469385,89.29455183673468
304,HOTEL & TOURISM,2004-05,37.01,45.327183673469385,1677.5590677551018
305,TRADING,2004-05,14.22,45.327183673469385,644.5525518367347
306,RETAIL TRADING,2004-05,0.0,45.327183673469385,0.0
307,AGRICULTURE SERVICES,2004-05,3.83,45.327183673469385,173.60311346938775
308,"DIAMOND,GOLD ORNAMENTS",2004-05,8.58,45.327183673469385,388.90723591836735
309,TEA AND COFFEE,2004-05,0.01,45.327183673469385,0.45327183673469384
310,PRINTING OF BOOKS,2004-05,0.06,45.327183673469385,2.719631020408163
311,COIR,2004-05,0.47,45.327183673469385,21.30377632653061
312,CONSTRUCTION,2004-05,0.0,45.327183673469385,0.0
313,CONSTRUCTION DEVELOPMENT,2004-05,152.06,45.327183673469385,6892.451549387755
314,MISCELLANEOUS INDUSTRIES,2004-05,121.83,45.327183673469385,5522.2107869387755
315,METALLURGICAL INDUSTRIES,2005-06,149.13,44.11008230452675,6578.136574074074
316,MINING,2005-06,7.4,44.11008230452675,326.41460905349794
317,POWER,2005-06,72.69,44.11008230452675,3206.3618827160494
318,NON-CONVENTIONAL ENERGY,2005-06,1.35,44.11008230452675,59.548611111111114
319,COAL PRODUCTION,2005-06,9.14,44.11008230452675,403.1661522633745
320,PETROLEUM & NATURAL GAS,2005-06,12.09,44.11008230452675,533.2908950617284
321,BOILERS AND STEAM GENERATING PLANTS,2005-06,0.0,44.11008230452675,0.0
322,PRIME MOVER,2005-06,0.74,44.11008230452675,32.641460905349795
323,ELECTRICAL EQUIPMENTS,2005-06,39.5,44.11008230452675,1742.3482510288065
324,COMPUTER SOFTWARE & HARDWARE,2005-06,1359.97,44.11008230452675,59988.388631687245
325,ELECTRONICS,2005-06,40.91,44.11008230452675,1804.5434670781892
326,TELECOMMUNICATIONS,2005-06,617.98,44.11008230452675,27259.14866255144
327,INFORMATION & BROADCASTING,2005-06,55.93,44.11008230452675,2467.076903292181
328,AUTOMOBILE INDUSTRY,2005-06,139.93,44.11008230452675,6172.323816872428
329,AIR TRANSPORT,2005-06,10.27,44.11008230452675,453.0105452674897
330,SEA TRANSPORT,2005-06,53.63,44.11008230452675,2365.62371399177
331,PORTS,2005-06,0.5,44.11008230452675,22.055041152263374
332,RAILWAY RELATED COMPONENTS,2005-06,22.62,44.11008230452675,997.7700617283951
333,INDUSTRIAL MACHINERY,2005-06,42.8,44.11008230452675,1887.9115226337447
334,MACHINE TOOLS,2005-06,23.0,44.11008230452675,1014.5318930041152
335,AGRICULTURAL MACHINERY,2005-06,92.71,44.11008230452675,4089.4457304526745
336,EARTH-MOVING MACHINERY,2005-06,50.87,44.11008230452675,2243.8798868312756
337,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2005-06,51.22,44.11008230452675,2259.31841563786
