,Sector,Year,FDI(in USD),Exchange_rate,FDI(in INR)
937,AGRICULTURE SERVICES,2014-15,59.95,61.02754618644068,3658.601393877119
938,"DIAMOND,GOLD ORNAMENTS",2014-15,280.18,61.02754618644068,17098.69789051695
939,TEA AND COFFEE,2014-15,1.43,61.02754618644068,87.26939104661017
940,PRINTING OF BOOKS,2014-15,72.58,61.02754618644068,4429.379302211864
941,COIR,2014-15,1.36,61.02754618644068,82.99746281355934
942,CONSTRUCTION,2014-15,870.25,61.02754618644068,53109.22206875
943,CONSTRUCTION DEVELOPMENT,2014-15,769.14,61.02754618644068,46938.72687383898
944,MISCELLANEOUS INDUSTRIES,2014-15,765.88,61.02754618644068,46739.77707327119
945,METALLURGICAL INDUSTRIES,2015-16,456.31,64.1524825726141,29273.419322709542
946,MINING,2015-16,520.67,64.1524825726141,33402.27310108298
947,POWER,2015-16,868.8,64.1524825726141,55735.67685908713
948,NON-CONVENTIONAL ENERGY,2015-16,776.51,64.1524825726141,49815.04424246058
949,COAL PRODUCTION,2015-16,0.0,64.1524825726141,0.0
950,PETROLEUM & NATURAL GAS,2015-16,103.02,64.1524825726141,6608.9887546307045
951,BOILERS AND STEAM GENERATING PLANTS,2015-16,77.91,64.1524825726141,4998.119917232365
952,PRIME MOVER,2015-16,159.13,64.1524825726141,10208.584551780083
953,ELECTRICAL EQUIPMENTS,2015-16,444.88,64.1524825726141,28540.156446904562
954,COMPUTER SOFTWARE & HARDWARE,2015-16,5904.36,64.1524825726141,378779.3520024398
955,ELECTRONICS,2015-16,208.39,64.1524825726141,13368.735843307053
956,TELECOMMUNICATIONS,2015-16,1324.4,64.1524825726141,84963.54791917013
957,INFORMATION & BROADCASTING,2015-16,1009.34,64.1524825726141,64751.66675984232
958,AUTOMOBILE INDUSTRY,2015-16,2526.82,64.1524825726141,162101.77601413277
959,AIR TRANSPORT,2015-16,361.25,64.1524825726141,23175.084329356847
960,SEA TRANSPORT,2015-16,429.3,64.1524825726141,27540.660768423237
961,PORTS,2015-16,0.0,64.1524825726141,0.0
962,RAILWAY RELATED COMPONENTS,2015-16,73.99,64.1524825726141,4746.642185547717
963,INDUSTRIAL MACHINERY,2015-16,568.26,64.1524825726141,36455.28974671369
964,MACHINE TOOLS,2015-16,126.38,64.1524825726141,8107.5907475269705
965,AGRICULTURAL MACHINERY,2015-16,16.44,64.1524825726141,1054.6668134937759
966,EARTH-MOVING MACHINERY,2015-16,97.66,64.1524825726141,6265.131448041493
967,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2015-16,274.57,64.1524825726141,17614.347139962654
968,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2015-16,36.68,64.1524825726141,2353.1130607634855
969,MEDICAL AND SURGICAL APPLIANCES,2015-16,173.26,64.1524825726141,11115.059130531119
970,INDUSTRIAL INSTRUMENTS,2015-16,7.42,64.1524825726141,476.01142068879665
971,SCIENTIFIC INSTRUMENTS,2015-16,6.36,64.1524825726141,408.0097891618257
972,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2015-16,0.0,64.1524825726141,0.0
973,FERTILIZERS,2015-16,20.93,64.1524825726141,1342.7114602448132
974,CHEMICALS,2015-16,1469.95,64.1524825726141,94300.94175761411
975,PHOTOGRAPHIC RAW FILM AND PAPER,2015-16,0.0,64.1524825726141,0.0
976,DYE-STUFFS,2015-16,3.32,64.1524825726141,212.9862421410788
977,DRUGS & PHARMACEUTICALS,2015-16,754.26,64.1524825726141,48387.65150521992
978,TEXTILES,2015-16,230.13,64.1524825726141,14763.410814435683
979,PAPER AND PULP,2015-16,85.21,64.1524825726141,5466.433040012447
980,SUGAR,2015-16,105.85,64.1524825726141,6790.540280311203
981,FERMENTATION INDUSTRIES,2015-16,202.36,64.1524825726141,12981.896373394191
982,FOOD PROCESSING INDUSTRIES,2015-16,505.88,64.1524825726141,32453.457883834024
983,VEGETABLE OILS AND VANASPATI,2015-16,34.22,64.1524825726141,2195.2979536348544
984,"SOAPS, COSMETICS & TOILET PREPARATIONS",2015-16,193.26,64.1524825726141,12398.108781983401
985,RUBBER GOODS,2015-16,296.15,64.1524825726141,18998.757713879666
986,"LEATHER,LEATHER GOODS AND PICKERS",2015-16,17.13,64.1524825726141,1098.9320264688795
987,GLUE AND GELATIN,2015-16,0.82,64.1524825726141,52.605035709543564
988,GLASS,2015-16,25.78,64.1524825726141,1653.8510007219918
989,CERAMICS,2015-16,51.21,64.1524825726141,3285.2486325435684
990,CEMENT AND GYPSUM PRODUCTS,2015-16,19.69,64.1524825726141,1263.1623818547719
991,TIMBER PRODUCTS,2015-16,53.17,64.1524825726141,3410.987498385892
992,DEFENCE INDUSTRIES,2015-16,0.1,64.1524825726141,6.4152482572614105
993,CONSULTANCY SERVICES,2015-16,517.47,64.1524825726141,33196.98515685062
994,SERVICES SECTOR,2015-16,6889.46,64.1524825726141,441975.962584722
995,HOSPITAL & DIAGNOSTIC CENTRES,2015-16,742.35,64.1524825726141,47623.59543778008
996,EDUCATION,2015-16,230.78,64.1524825726141,14805.109928107882
997,HOTEL & TOURISM,2015-16,1332.69,64.1524825726141,85495.37199969709
998,TRADING,2015-16,3845.32,64.1524825726141,246686.82428612447
999,RETAIL TRADING,2015-16,262.24,64.1524825726141,16823.347029842324
1000,AGRICULTURE SERVICES,2015-16,84.65,64.1524825726141,5430.507649771785
1001,"DIAMOND,GOLD ORNAMENTS",2015-16,58.54,64.1524825726141,3755.4863298008295
1002,TEA AND COFFEE,2015-16,1.12,64.1524825726141,71.8507804813278
1003,PRINTING OF BOOKS,2015-16,122.81,64.1524825726141,7878.566384742739
1004,COIR,2015-16,0.0,64.1524825726141,0.0
1005,CONSTRUCTION,2015-16,4510.71,64.1524825726141,289373.2446651162
1006,CONSTRUCTION DEVELOPMENT,2015-16,112.55,64.1524825726141,7220.361913547717
1007,MISCELLANEOUS INDUSTRIES,2015-16,668.77,64.1524825726141,42903.25577008713
1008,METALLURGICAL INDUSTRIES,2016-17,1440.18,67.21317219917012,96799.06633780082
1009,MINING,2016-17,55.75,67.21317219917012,3747.134350103734
1010,POWER,2016-17,1112.98,67.21317219917012,74806.91639423236
1011,NON-CONVENTIONAL ENERGY,2016-17,783.57,67.21317219917012,52666.22534010373
1012,COAL PRODUCTION,2016-17,0.0,67.21317219917012,0.0
1013,PETROLEUM & NATURAL GAS,2016-17,180.4,67.21317219917012,12125.25626473029
1014,BOILERS AND STEAM GENERATING PLANTS,2016-17,53.91,67.21317219917012,3623.4621132572606
1015,PRIME MOVER,2016-17,286.88,67.21317219917012,19282.11484049792
1016,ELECTRICAL EQUIPMENTS,2016-17,2230.69,67.21317219917012,149931.7510929668
1017,COMPUTER SOFTWARE & HARDWARE,2016-17,3651.71,67.21317219917012,245443.0130514315
1018,ELECTRONICS,2016-17,83.97,67.21317219917012,5643.890069564314
1019,TELECOMMUNICATIONS,2016-17,5563.69,67.21317219917012,373953.2540328008
1020,INFORMATION & BROADCASTING,2016-17,1516.68,67.21317219917012,101940.87401103733
1021,AUTOMOBILE INDUSTRY,2016-17,1609.32,67.21317219917012,108167.50228356845
1022,AIR TRANSPORT,2016-17,83.4,67.21317219917012,5605.578561410788
1023,SEA TRANSPORT,2016-17,735.06,67.21317219917012,49405.71435672198
1024,PORTS,2016-17,0.0,67.21317219917012,0.0
1025,RAILWAY RELATED COMPONENTS,2016-17,87.57,67.21317219917012,5885.857489481326
1026,INDUSTRIAL MACHINERY,2016-17,329.3,67.21317219917012,22133.29760518672
1027,MACHINE TOOLS,2016-17,23.89,67.21317219917012,1605.7226838381741
1028,AGRICULTURAL MACHINERY,2016-17,15.19,67.21317219917012,1020.9680857053941
1029,EARTH-MOVING MACHINERY,2016-17,52.23,67.21317219917012,3510.543983962655
1030,MISCELLANEOUS MECHANICAL & ENGINEERING INDUSTRIES,2016-17,245.24,67.21317219917012,16483.35835012448
1031,"COMMERCIAL, OFFICE & HOUSEHOLD EQUIPMENTS",2016-17,7.44,67.21317219917012,500.0660011618257
1032,MEDICAL AND SURGICAL APPLIANCES,2016-17,479.71,67.21317219917012,32242.830835663895
1033,INDUSTRIAL INSTRUMENTS,2016-17,0.8,67.21317219917012,53.770537759336094
1034,SCIENTIFIC INSTRUMENTS,2016-17,76.66,67.21317219917012,5152.561780788381
1035,"MATHEMATICAL,SURVEYING AND DRAWING INSTRUMENTS",2016-17,0.0,67.21317219917012,0.0
1036,FERTILIZERS,2016-17,0.89,67.21317219917012,59.81972325726141
1037,CHEMICALS,2016-17,1392.8,67.21317219917012,93614.50623900414
1038,PHOTOGRAPHIC RAW FILM AND PAPER,2016-17,0.0,67.21317219917012,0.0
1039,DYE-STUFFS,2016-17,10.7,67.21317219917012,719.1809425311202
1040,DRUGS & PHARMACEUTICALS,2016-17,857.39,67.21317219917012,57627.90171184647
1041,TEXTILES,2016-17,618.95,67.21317219917012,41601.59293267634
1042,PAPER AND PULP,2016-17,197.61,67.21317219917012,13281.994958278008
1043,SUGAR,2016-17,15.92,67.21317219917012,1070.0337014107884
1044,FERMENTATION INDUSTRIES,2016-17,110.86,67.21317219917012,7451.252269999999
1045,FOOD PROCESSING INDUSTRIES,2016-17,727.22,67.21317219917012,48878.7630866805
1046,VEGETABLE OILS AND VANASPATI,2016-17,108.45,67.21317219917012,7289.2685249999995
1047,"SOAPS, COSMETICS & TOILET PREPARATIONS",2016-17,92.6,67.21317219917012,6223.9397456431525
1048,RUBBER GOODS,2016-17,262.76,67.21317219917012,17660.93312705394
1049,"LEATHER,LEATHER GOODS AND PICKERS",2016-17,2.3,67.21317219917012,154.59029605809127
1050,GLUE AND GELATIN,2016-17,90.6,67.21317219917012,6089.5134012448125
1051,GLASS,2016-17,51.69,67.21317219917012,3474.2488709751033
1052,CERAMICS,2016-17,15.4,67.21317219917012,1035.08285186722
1053,CEMENT AND GYPSUM PRODUCTS,2016-17,2130.1,67.21317219917012,143170.77810145225
1054,TIMBER PRODUCTS,2016-17,10.23,67.21317219917012,687.5907515975103
1055,DEFENCE INDUSTRIES,2016-17,0.0,67.21317219917012,0.0
1056,CONSULTANCY SERVICES,2016-17,261.14,67.21317219917012,17552.047788091284
1057,SERVICES SECTOR,2016-17,8684.07,67.21317219917012,583683.8922996472
1058,HOSPITAL & DIAGNOSTIC CENTRES,2016-17,747.38,67.21317219917012,50233.780638215765
1059,EDUCATION,2016-17,160.12,67.21317219917012,10762.17313253112
1060,HOTEL & TOURISM,2016-17,916.13,67.21317219917012,61576.00344682572
1061,TRADING,2016-17,2338.4,67.21317219917012,157171.28187053942
1062,RETAIL TRADING,2016-17,450.94,67.21317219917012,30309.107871493772
1063,AGRICULTURE SERVICES,2016-17,76.43,67.21317219917012,5137.102751182572
1064,"DIAMOND,GOLD ORNAMENTS",2016-17,123.92,67.21317219917012,8329.056298921161
1065,TEA AND COFFEE,2016-17,1.6,67.21317219917012,107.54107551867219
1066,PRINTING OF BOOKS,2016-17,53.17,67.21317219917012,3573.7243658298753
1067,COIR,2016-17,0.0,67.21317219917012,0.0
1068,CONSTRUCTION,2016-17,1860.73,67.21317219917012,125065.5659061618
1069,CONSTRUCTION DEVELOPMENT,2016-17,105.14,67.21317219917012,7066.792925020746
1070,MISCELLANEOUS INDUSTRIES,2016-17,296.4,67.21317219917012,19921.984239834022
